ADR,Name,Frequency,Count
se__C0027497,Nausea,0.85,1179
se__C0018681,Headache,0.787,1092
se__C0011603,Dermatitis,0.771,1070
se__C0015230,Rash,0.766,1062
se__C0042963,Vomiting,0.764,1060
se__C0012833,Dizziness,0.731,1014
se__C0011991,Diarrhoea,0.69,957
se__C0033774,Pruritus,0.666,924
se__C0004093,Asthenia,0.642,890
se__C0020517,Hypersensitivity,0.634,880
se__C0000737,Abdominal pain,0.583,808
se__C0042109,Urticaria,0.562,779
se__C0687713,Gastrointestinal pain,0.551,764
se__C0015967,Body temperature increased,0.543,753
se__C0017178,Gastrointestinal disorder,0.525,728
se__C0030193,Pain,0.523,725
se__C1443060,Feeling abnormal,0.517,717
se__C0015672,Fatigue,0.515,714
se__C0009806,Constipation,0.495,687
se__C0013404,Dyspnoea,0.495,687
se__C0013395,Dyspepsia,0.495,686
se__C0948594,Musculoskeletal discomfort,0.489,678
se__C0232462,Decreased appetite,0.488,677
se__C0917801,Insomnia,0.477,662
se__C2830004,Somnolence,0.474,657
se__C0020649,Hypotension,0.47,652
se__C0030554,Paraesthesia,0.459,637
se__C0037274,Skin disorder,0.451,625
se__C0027765,Nervous system disorder,0.443,614
se__C0002792,Anaphylactic shock,0.442,613
se__C0020458,Hyperhidrosis,0.426,591
se__C0040034,Thrombocytopenia,0.426,591
se__C0009450,Infection,0.424,588
se__C0036974,Shock,0.42,583
se__C0039231,Tachycardia,0.419,581
se__C0003862,Arthralgia,0.413,573
se__C0013604,Oedema,0.407,565
se__C0010200,Cough,0.402,557
se__C0231528,Myalgia,0.401,556
se__C0020538,Hypertension,0.4,555
se__C0234215,Discomfort,0.394,547
se__C0043352,Dry mouth,0.391,543
se__C0008031,Chest pain,0.389,540
se__C0003467,Anxiety,0.388,538
se__C0009676,Confusional state,0.387,537
se__C0041657,Loss of consciousness,0.376,521
se__C0002994,Angioedema,0.375,520
se__C0036572,Convulsion,0.367,509
se__C0002871,Anaemia,0.362,502
se__C0023530,Leukopenia,0.361,501
se__C0030252,Palpitations,0.36,500
se__C0042571,Vertigo,0.359,498
se__C0039070,Syncope,0.358,497
se__C0231218,Malaise,0.354,491
se__C0004604,Back pain,0.353,489
se__C2047937,Ill-defined disorder,0.344,477
se__C0041834,Erythema,0.342,475
se__C0037763,Muscle spasms,0.34,472
se__C0085631,Agitation,0.337,467
se__C0162429,Malnutrition,0.332,460
se__C0040822,Tremor,0.329,456
se__C0004936,Mental disorder,0.325,451
se__C0344232,Vision blurred,0.325,451
se__C0042373,Angiopathy,0.324,449
se__C0013378,Dysgeusia,0.32,444
se__C0025061,Mediastinal disorder,0.32,444
se__C0021053,Immune system disorder,0.317,440
se__C0016204,Flatulence,0.317,439
se__C0002170,Alopecia,0.315,437
se__C0085593,Chills,0.311,432
se__C0027769,Nervousness,0.311,431
se__C0233494,Tension,0.307,426
se__C0016382,Flushing,0.301,417
se__C0018799,Cardiac disorder,0.293,406
se__C0085649,Oedema peripheral,0.291,403
se__C0003811,Arrhythmia,0.29,402
se__C0015397,Eye disorder,0.288,399
se__C0009782,Connective tissue disorder,0.285,395
se__C0040264,Tinnitus,0.28,388
se__C0014742,Erythema multiforme,0.277,384
se__C0041969,Urethral disorder,0.274,380
se__C3665347,Visual impairment,0.273,379
se__C0031350,Pharyngitis,0.271,376
se__C0019080,Haemorrhage,0.271,376
se__C0042075,Urinary tract disorder,0.271,376
se__C0518015,Haemoglobin,0.27,374
se__C0035455,Rhinitis,0.268,372
se__C0019158,Hepatitis,0.26,361
se__C0428977,Bradycardia,0.256,355
se__C0037199,Sinusitis,0.255,354
se__C0020580,Hypoaesthesia,0.255,354
se__C0014591,Epistaxis,0.25,347
se__C0042029,Urinary tract infection,0.249,346
se__C1384353,Infestation,0.246,341
se__C0267792,Hepatobiliary disease,0.244,339
se__C0018524,Hallucination,0.244,338
se__C0031117,Neuropathy peripheral,0.24,333
se__C0018965,Haematuria,0.239,332
se__C0032285,Pneumonia,0.237,329
se__C0027051,Myocardial infarction,0.236,328
se__C0948089,Acute coronary syndrome,0.236,328
se__C0001824,Agranulocytosis,0.236,327
se__C0038362,Stomatitis,0.235,326
se__C0020456,Hyperglycaemia,0.234,325
se__C0043094,Weight increased,0.234,325
se__C0009763,Conjunctivitis,0.234,325
se__C0035078,Renal failure,0.234,324
se__C0041912,Upper respiratory tract infection,0.232,322
se__C0022346,Jaundice,0.231,321
se__C0011570,Depression,0.229,318
se__C0038325,Stevens-Johnson syndrome,0.228,316
se__C0043096,Weight decreased,0.226,313
se__C0030305,Pancreatitis,0.224,311
se__C0027947,Neutropenia,0.221,307
se__C0162830,Photosensitivity reaction,0.218,302
se__C0006277,Bronchitis,0.217,301
se__C0042023,Pollakiuria,0.213,296
se__C0242350,Erectile dysfunction,0.213,295
se__C0013428,Dysuria,0.212,294
se__C0000731,Abdominal distension,0.211,293
se__C0030312,Pancytopenia,0.21,291
se__C0014457,Eosinophilia,0.206,286
se__C0002962,Angina pectoris,0.206,286
se__C0232487,Abdominal discomfort,0.205,285
se__C0006266,Bronchospasm,0.202,280
se__C0021400,Influenza,0.2,278
se__C0027441,Nasopharyngitis,0.2,277
se__C0151786,Muscular weakness,0.198,274
se__C0151904,Aspartate aminotransferase increased,0.195,270
se__C0004096,Asthma,0.195,270
se__C0151905,Alanine aminotransferase increased,0.193,268
se__C0151908,Dry skin,0.189,262
se__C0232492,Abdominal pain upper,0.188,261
se__C0011168,Dysphagia,0.187,260
se__C0017152,Gastritis,0.187,259
se__C0006145,Breast disorder,0.182,253
se__C0014518,Toxic epidermal necrolysis,0.182,253
se__C0020651,Orthostatic hypotension,0.18,250
se__C0030196,Pain in extremity,0.18,249
se__C0020621,Hypokalaemia,0.18,249
se__C0340865,Anaphylactoid reaction,0.176,244
se__C0235431,Blood creatinine increased,0.176,244
se__C0151766,Liver function test abnormal,0.174,242
se__C0085633,Mood swings,0.173,240
se__C0011175,Dehydration,0.172,238
se__C0004134,Ataxia,0.172,238
se__C0542571,Face oedema,0.172,238
se__C0080274,Urinary retention,0.169,234
se__C0855242,Disturbance in sexual arousal,0.167,232
se__C0018790,Cardiac arrest,0.167,232
se__C0149931,Migraine,0.166,230
se__C0233472,Affect lability,0.163,226
se__C0022107,Irritability,0.163,226
se__C0038454,Cerebrovascular accident,0.161,223
se__C0033975,Psychotic disorder,0.159,220
se__C0236075,Menopausal symptoms,0.159,220
se__C0003864,Arthritis,0.158,219
se__C0029408,Osteoarthritis,0.158,219
se__C0232461,Increased appetite,0.158,219
se__C0023380,Lethargy,0.158,219
se__C0020615,Hypoglycaemia,0.157,218
se__C0034150,Purpura,0.156,216
se__C0600142,Hot flush,0.156,216
se__C0018801,Cardiac failure,0.155,215
se__C0012569,Diplopia,0.154,214
se__C0017181,Gastrointestinal haemorrhage,0.154,214
se__C0020625,Hyponatraemia,0.154,213
se__C0085932,Dermatitis bullous,0.151,210
se__C0039971,Thirst,0.151,210
se__C0022660,Renal failure acute,0.15,208
se__C0011124,Libido decreased,0.15,208
se__C0011606,Dermatitis exfoliative,0.149,206
se__C1565489,Renal impairment,0.149,206
se__C0004238,Atrial fibrillation,0.149,206
se__C0040046,Thrombophlebitis,0.148,205
se__C3263723,Injury,0.148,205
se__C0018802,Cardiac failure congestive,0.146,203
se__C0027424,Nasal congestion,0.146,203
se__C0002622,Amnesia,0.146,203
se__C0038999,Swelling,0.146,202
se__C0085605,Hepatic failure,0.145,201
se__C0011849,Diabetes mellitus,0.145,201
se__C1368065,Vascular purpura,0.144,200
se__C0151827,Eye pain,0.143,199
se__C0002878,Haemolytic anaemia,0.143,198
se__C0013595,Eczema,0.141,196
se__C0851578,Sleep disorder,0.14,194
se__C0011053,Deafness,0.139,193
se__C0017160,Gastroenteritis,0.138,192
se__C0032617,Polyuria,0.138,191
se__C0151735,Injection site reaction,0.136,188
se__C0852911,Blood alkaline phosphatase increased,0.134,186
se__C0243026,Sepsis,0.133,185
se__C0497156,Lymphadenopathy,0.133,184
se__C0086565,Hepatic function abnormal,0.131,182
se__C0013491,Ecchymosis,0.13,180
se__C0013456,Ear pain,0.128,177
se__C0018418,Gynaecomastia,0.127,176
se__C0027651,Neoplasm,0.127,176
se__C0233407,Disorientation,0.126,175
se__C1306341,Mental disability,0.125,174
se__C0034063,Pulmonary oedema,0.125,174
se__C0026826,Hypertonia,0.125,173
se__C0009421,Coma,0.123,171
se__C1167965,Urine output increased,0.123,170
se__C0014868,Oesophagitis,0.123,170
se__C0034065,Pulmonary embolism,0.122,169
se__C0031542,Phlebitis,0.122,169
se__C0149745,Mouth ulceration,0.122,169
se__C0423791,Rash maculo-papular,0.122,169
se__C0424295,Hyperkinesia,0.122,169
se__C0043144,Wheezing,0.121,168
se__C0235146,Euphoric mood,0.121,168
se__C0232849,Bladder pain,0.118,164
se__C0006840,Candida infection,0.118,164
se__C0404521,Vaginal infection,0.118,164
se__C0314719,Dry eye,0.118,163
se__C0026858,Musculoskeletal pain,0.118,163
se__C0521839,Influenza like illness,0.117,162
se__C0268000,Fluid retention,0.117,162
se__C0151539,Blood urea increased,0.115,160
se__C0002874,Aplastic anaemia,0.115,159
se__C0011616,Dermatitis contact,0.114,158
se__C0042024,Urinary incontinence,0.113,157
se__C0085636,Photophobia,0.113,157
se__C0237849,Skin exfoliation,0.112,156
se__C0151825,Bone pain,0.11,153
se__C0020461,Hyperkalaemia,0.11,153
se__C0025222,Melaena,0.11,153
se__C0021368,Inflammation,0.11,153
se__C0014724,Eructation,0.11,152
se__C0042267,Vaginal inflammation,0.109,151
se__C0010692,Cystitis,0.109,151
se__C0403632,Cystitis noninfective,0.107,149
se__C0042384,Vasculitis,0.107,149
se__C0007859,Neck pain,0.107,149
se__C0009319,Colitis,0.107,148
se__C0234458,Abnormal dreams,0.107,148
se__C0497247,Blood pressure increased,0.106,147
se__C0037036,Salivary hypersecretion,0.106,147
se__C0235416,Blood uric acid increased,0.106,147
se__C0028084,Nightmare,0.105,146
se__C0151763,Hepatocellular injury,0.105,146
se__C0231530,Muscle twitching,0.105,146
se__C0023518,Leukocytosis,0.105,146
se__C2363731,Oropharyngeal pain,0.105,146
se__C0019521,Hiccups,0.104,144
se__C0549249,Depressed level of consciousness,0.103,143
se__C0042514,Ventricular tachycardia,0.103,143
se__C1384666,Hearing impaired,0.103,143
se__C0575081,Gait disturbance,0.102,142
se__C0086543,Cataract,0.102,142
se__C0152227,Lacrimation increased,0.102,141
se__C0151828,Injection site pain,0.102,141
se__C1145670,Respiratory failure,0.101,140
se__C0017675,Glossitis,0.1,139
se__C0267596,Rectal haemorrhage,0.099,137
se__C0009938,Contusion,0.099,137
se__C0520966,Coordination abnormal,0.099,137
se__C0020443,Hypercholesterolaemia,0.099,137
se__C0020433,Hyperbilirubinaemia,0.099,137
se__C0013390,Dysmenorrhoea,0.098,136
se__C0017168,Gastrooesophageal reflux disease,0.098,136
se__C0018099,Gout,0.098,136
se__C0948586,Protein urine present,0.098,136
se__C0740394,Hyperuricaemia,0.097,135
se__C0311468,Blood bilirubin increased,0.097,135
se__C0235996,Hepatic enzyme increased,0.097,135
se__C0030232,Pallor,0.097,135
se__C0151907,Skin discolouration,0.097,135
se__C0235710,Chest discomfort,0.097,135
se__C0948525,Musculoskeletal stiffness,0.097,134
se__C0028734,Nocturia,0.097,134
se__C0033687,Proteinuria,0.096,133
se__C0022408,Arthropathy,0.096,133
se__C0004245,Atrioventricular block,0.095,132
se__C0035410,Rhabdomyolysis,0.095,132
se__C0687133,Drug interaction,0.095,132
se__C0006826,Neoplasm malignant,0.095,132
se__C0019348,Herpes simplex,0.094,131
se__C0020598,Hypocalcaemia,0.094,131
se__C0041582,Ulcer,0.094,131
se__C1142412,Vasodilation procedure,0.094,131
se__C0702166,Acne,0.094,130
se__C0028961,Oliguria,0.094,130
se__C0022354,Jaundice cholestatic,0.094,130
se__C0013362,Dysarthria,0.093,129
se__C0024902,Breast pain,0.093,129
se__C0042769,Viral infection,0.093,129
se__C0007642,Cellulitis,0.092,128
se__C0013384,Dyskinesia,0.092,128
se__C0014130,Endocrine disorder,0.092,127
se__C0233414,Disturbance in attention,0.092,127
se__C0151636,Ventricular extrasystoles,0.091,126
se__C0235266,Eye irritation,0.091,126
se__C0005940,Bone disorder,0.089,123
se__C0233632,Thinking abnormal,0.089,123
se__C1527344,Dysphonia,0.088,122
se__C0160390,Liver injury,0.088,122
se__C0002453,Amenorrhoea,0.087,121
se__C0031256,Petechiae,0.087,120
se__C0018939,Blood disorder,0.087,120
se__C0001807,Aggression,0.086,119
se__C0234233,Tenderness,0.086,119
se__C0278134,Sensory loss,0.086,119
se__C0017979,Glycosuria,0.085,118
se__C1260880,Rhinorrhoea,0.085,118
se__C0037822,Speech disorder,0.085,118
se__C0007222,Cardiovascular disorder,0.085,118
se__C0151662,Gamma-glutamyltransferase increased,0.084,116
se__C0003578,Apnoea,0.084,116
se__C2979982,Vaginal haemorrhage,0.083,115
se__C0019360,Herpes zoster,0.082,114
se__C0019079,Haemoptysis,0.082,114
se__C2939147,Feeling hot,0.082,114
se__C0032227,Pleural effusion,0.081,113
se__C0392525,Nephrolithiasis,0.081,112
se__C0026946,Fungal infection,0.081,112
se__C0151744,Myocardial ischaemia,0.081,112
se__C0235378,Hepatotoxicity,0.08,111
se__C0017601,Glaucoma,0.079,110
se__C0040053,Thrombosis,0.079,110
se__C0011206,Delirium,0.079,110
se__C0000833,Abscess,0.079,110
se__C0041349,Tubulointerstitial nephritis,0.079,109
se__C2364111,Ageusia,0.079,109
se__C0340464,Extrasystoles,0.079,109
se__C0233794,Memory impairment,0.078,108
se__C0025323,Menorrhagia,0.078,108
se__C0037299,Skin ulcer,0.078,108
se__C0085641,Rash pustular,0.077,107
se__C0026961,Mydriasis,0.076,106
se__C0015376,Extravasation,0.076,106
se__C0026848,Myopathy,0.076,106
se__C0011615,Dermatitis atopic,0.076,105
se__C0020453,Hyperaesthesia,0.076,105
se__C2363730,Oropharyngeal discomfort,0.076,105
se__C0162119,Haemoglobin decreased,0.075,104
se__C0234913,Rash erythematous,0.075,104
se__C0005779,Coagulopathy,0.075,104
se__C0017574,Gingivitis,0.075,104
se__C0008370,Cholestasis,0.075,104
se__C0002418,Amblyopia,0.075,104
se__C0042510,Ventricular fibrillation,0.074,102
se__C0015371,Extrapyramidal disorder,0.073,101
se__C0005758,Blister,0.073,101
se__C0023066,Laryngospasm,0.072,100
se__C0549373,Laryngeal pain,0.072,100
se__C0018926,Haematemesis,0.072,100
se__C0029882,Otitis media,0.072,100
se__C0001925,Albuminuria,0.071,99
se__C0085612,Ventricular arrhythmia,0.071,99
se__C0027813,Neuritis,0.071,99
se__C0025874,Metrorrhagia,0.071,99
se__C0085624,Burning sensation,0.071,99
se__C0018944,Haematoma,0.071,99
se__C0036454,Scotoma,0.071,98
se__C0020437,Hypercalcaemia,0.071,98
se__C0040409,Tongue disorder,0.071,98
se__C0019209,Hepatomegaly,0.071,98
se__C0027540,Necrosis,0.071,98
se__C0010520,Cyanosis,0.071,98
se__C0030920,Peptic ulcer,0.07,97
se__C0085628,Stupor,0.07,97
se__C1258215,Ileus,0.069,96
se__C0028738,Nystagmus,0.069,96
se__C0011253,Delusion,0.069,96
se__C0023067,Laryngitis,0.069,96
se__C0206062,Interstitial lung disease,0.069,96
se__C0853034,Blood creatine phosphokinase increased,0.068,95
se__C0338831,Mania,0.068,95
se__C0438717,Transaminases increased,0.068,94
se__C0522224,Paralysis,0.068,94
se__C0853692,Blood triglycerides increased,0.068,94
se__C0149871,Deep vein thrombosis,0.068,94
se__C0027796,Neuralgia,0.067,93
se__C0013922,Embolism,0.067,93
se__C0029134,Optic neuritis,0.066,92
se__C0023895,Liver disorder,0.066,92
se__C0006849,Oral candidiasis,0.066,92
se__C0020578,Hyperventilation,0.066,91
se__C0025345,Menstrual disorder,0.066,91
se__C0010709,Cyst,0.066,91
se__C0036508,Seborrhoeic dermatitis,0.065,90
se__C0424000,Suicidal ideation,0.065,90
se__C0040479,Torsade de pointes,0.065,90
se__C0855775,Pulmonary function test decreased,0.065,90
se__C0235063,Respiratory depression,0.064,89
se__C0021843,Intestinal obstruction,0.064,89
se__C0016436,Folliculitis,0.064,89
se__C0020473,Hyperlipidaemia,0.064,89
se__C0023052,Laryngeal oedema,0.064,89
se__C2225524,Breast enlargement,0.063,88
se__C0011551,Depersonalisation,0.063,88
se__C0037383,Sneezing,0.063,88
se__C0020676,Hypothyroidism,0.063,88
se__C0040460,Toothache,0.063,87
se__C1510410,Parosmia,0.063,87
se__C0233471,Flat affect,0.063,87
se__C1456784,Paranoia,0.063,87
se__C0040435,Tooth disorder,0.062,86
se__C0085632,Apathy,0.062,86
se__C0008350,Cholelithiasis,0.062,86
se__C0019572,Hirsutism,0.061,85
se__C0003537,Aphasia,0.061,85
se__C0476273,Respiratory distress,0.061,85
se__C0242184,Hypoxia,0.061,85
se__C0022568,Keratitis,0.061,85
se__C0151723,Hypomagnesaemia,0.061,84
se__C0522055,Electrocardiogram abnormal,0.061,84
se__C0227791,Vaginal discharge,0.061,84
se__C0027339,Nail disorder,0.061,84
se__C0019112,Haemorrhoids,0.06,83
se__C0235660,Galactorrhoea,0.06,83
se__C0086439,Hypokinesia,0.06,83
se__C0151878,Electrocardiogram QT prolonged,0.06,83
se__C0029456,Osteoporosis,0.06,83
se__C0746883,Febrile neutropenia,0.06,83
se__C0039240,Supraventricular tachycardia,0.059,82
se__C0032584,Polyp,0.059,82
se__C0033860,Psoriasis,0.058,81
se__C0853149,Blood lactate dehydrogenase increased,0.058,81
se__C0021177,Libido increased,0.058,81
se__C0836924,Thrombocytosis,0.058,81
se__C0085682,Hypophosphataemia,0.058,80
se__C0085584,Encephalopathy,0.057,79
se__C0392386,Platelet count decreased,0.057,79
se__C0030794,Pelvic pain,0.057,79
se__C0024141,Systemic lupus erythematosus,0.057,79
se__C0016658,Fracture,0.056,78
se__C0156404,Menstruation irregular,0.056,78
se__C0020557,Hypertriglyceridaemia,0.056,78
se__C0005741,Blepharitis,0.056,78
se__C0016655,Multiple fractures,0.056,78
se__C0162834,Skin hyperpigmentation,0.056,78
se__C0333355,Mucosal inflammation,0.056,77
se__C0035243,Respiratory tract infection,0.056,77
se__C0595916,Nephropathy toxic,0.056,77
se__C0017565,Gingival bleeding,0.056,77
se__C1609512,Vulvovaginal mycotic infection,0.056,77
se__C0027066,Myoclonus,0.056,77
se__C0011609,Drug eruption,0.056,77
se__C0024115,Lung disorder,0.056,77
se__C0028081,Night sweats,0.055,76
se__C0853813,Local reaction,0.055,76
se__C0234632,Visual acuity reduced,0.054,75
se__C0456909,Blindness,0.053,74
se__C0085606,Micturition urgency,0.053,74
se__C0020488,Hypernatraemia,0.053,74
se__C0008325,Cholecystitis,0.053,74
se__C0151798,Hepatic necrosis,0.053,73
se__C0151603,Generalised oedema,0.053,73
se__C0151610,Tongue oedema,0.052,72
se__C2242737,Anorectal discomfort,0.052,72
se__C0700345,Vulvovaginal candidiasis,0.052,72
se__C0549622,Sexual dysfunction,0.052,72
se__C0340726,Embolism venous,0.052,72
se__C0239571,Foetor hepaticus,0.051,71
se__C0438142,Urine analysis abnormal,0.05,70
se__C2937358,Cerebral haemorrhage,0.05,70
se__C0007787,Transient ischaemic attack,0.05,70
se__C0024312,Lymphopenia,0.05,70
se__C0038358,Gastric ulcer,0.05,70
se__C0038663,Suicide attempt,0.05,69
se__C0032961,Pregnancy,0.05,69
se__C0152198,Accommodation disorder,0.05,69
se__C0021141,Inappropriate antidiuretic hormone secretion,0.05,69
se__C0852733,Completed suicide,0.049,68
se__C0700184,Throat irritation,0.049,68
se__C0013447,Ear disorder,0.048,67
se__C0015732,Faecal incontinence,0.048,67
se__C1257843,Pseudomembranous colitis,0.048,67
se__C0575090,Balance disorder,0.048,67
se__C0392156,Akathisia,0.048,67
se__C1320474,Nuchal rigidity,0.048,66
se__C0020039,Hostility,0.048,66
se__C0558489,Renal pain,0.047,65
se__C0413252,Hypothermia,0.047,65
se__C0020672,Body temperature decreased,0.047,65
se__C0033117,Priapism,0.047,65
se__C0026827,Hypotonia,0.047,65
se__C0595877,Blood glucose increased,0.047,65
se__C0750394,White blood cell count decreased,0.046,64
se__C0235639,Urine abnormality,0.046,64
se__C0152029,Sinus congestion,0.046,64
se__C0006384,Bundle branch block,0.046,64
se__C0027726,Nephrotic syndrome,0.045,63
se__C0001122,Acidosis,0.045,63
se__C0032326,Pneumothorax,0.045,63
se__C0162835,Leukoderma,0.045,63
se__C0242528,Azotaemia,0.045,63
se__C0152031,Joint swelling,0.045,63
se__C0151479,Amylase increased,0.045,62
se__C0234708,Intraocular pressure increased,0.045,62
se__C0151692,Impaired healing,0.045,62
se__C0027121,Myositis,0.045,62
se__C0034886,Proctalgia,0.045,62
se__C0235896,Lung infiltration,0.044,61
se__C0006444,Bursitis,0.044,61
se__C1142135,Muscle relaxant therapy,0.044,61
se__C0878544,Cardiomyopathy,0.044,61
se__C0085610,Sinus bradycardia,0.044,61
se__C0022658,Nephropathy,0.044,61
se__C0034069,Pulmonary fibrosis,0.043,60
se__C0027849,Neuroleptic malignant syndrome,0.043,60
se__C0026837,Muscle rigidity,0.043,60
se__C0015402,Eye haemorrhage,0.043,60
se__C0242301,Furuncle,0.043,60
se__C0033771,Prurigo,0.043,60
se__C0085096,Peripheral vascular disorder,0.043,60
se__C0151596,Tongue discolouration,0.043,60
se__C0011071,Sudden death,0.043,60
se__C0917798,Cerebral ischaemia,0.043,59
se__C0014236,Endophthalmitis,0.043,59
se__C0687707,Anorectal disorder,0.043,59
se__C0162285,Eyelid oedema,0.043,59
se__C0521591,Paraesthesia oral,0.042,58
se__C0001339,Pancreatitis acute,0.042,58
se__C1291078,Epigastric discomfort,0.042,58
se__C0036830,Serum sickness,0.042,58
se__C0009241,Cognitive disorder,0.042,58
se__C0521491,Application site pain,0.041,57
se__C0152128,Drug withdrawal syndrome,0.041,57
se__C0151889,Hyperreflexia,0.041,57
se__C0151699,Haemorrhage intracranial,0.041,57
se__C0031046,Pericarditis,0.041,57
se__C0332534,Induration,0.041,57
se__C0151740,Intracranial pressure increased,0.041,57
se__C0155169,Ocular hyperaemia,0.041,57
se__C0150450,Altered state of consciousness,0.041,57
se__C0013295,Duodenal ulcer,0.04,56
se__C0277925,Peripheral coldness,0.04,55
se__C0038363,Aphthous stomatitis,0.04,55
se__C0152030,Skin irritation,0.04,55
se__C2973529,Leukocytoclastic vasculitis,0.04,55
se__C0857305,Thrombocytopenic purpura,0.04,55
se__C1761613,Conjunctival hyperaemia,0.039,54
se__C0232431,Cold sweat,0.039,54
se__C0022904,Lacrimal disorder,0.039,54
se__C0022281,Eye pruritus,0.039,54
se__C0004623,Bacterial infection,0.039,54
se__C2981158,Loss of libido,0.039,54
se__C0014743,Erythema nodosum,0.039,54
se__C0546817,Fluid overload,0.038,53
se__C0699744,Ear infection,0.038,53
se__C0744727,Haematocrit decreased,0.038,53
se__C0014544,Epilepsy,0.038,53
se__C0014549,Grand mal convulsion,0.038,53
se__C0151505,Application site reaction,0.038,53
se__C0497327,Dementia,0.038,53
se__C0151872,Prothrombin level increased,0.038,53
se__C0235086,Muscle contractions involuntary,0.038,53
se__C0919980,VIIth nerve paralysis,0.037,52
se__C0497365,Rash generalised,0.037,52
se__C0236071,Throat tightness,0.037,52
se__C0029118,Opportunistic infection,0.037,52
se__C0152459,Skin striae,0.037,52
se__C0019270,Hernia,0.037,52
se__C0025289,Meningitis,0.037,52
se__C0151205,Periorbital oedema,0.037,51
se__C0011630,Fungal skin infection,0.037,51
se__C0344315,Depressed mood,0.037,51
se__C0031212,Personality disorder,0.037,51
se__C0151602,Swelling face,0.037,51
se__C0020555,Hypertrichosis,0.037,51
se__C0151888,Hyporeflexia,0.037,51
se__C0242422,Parkinsonism,0.037,51
se__C0162297,Respiratory arrest,0.037,51
se__C0342579,Electrolyte imbalance,0.036,50
se__C0020550,Hyperthyroidism,0.036,50
se__C0006142,Breast cancer,0.036,50
se__C0007820,Cerebrovascular disorder,0.036,50
se__C0016199,Flank pain,0.036,50
se__C0030446,Ileus paralytic,0.036,50
se__C0033575,Prostatic disorder,0.035,49
se__C0034642,Rales,0.035,49
se__C0235234,Dry throat,0.035,49
se__C0151514,Skin atrophy,0.035,49
se__C0018932,Haematochezia,0.035,49
se__C0031039,Pericardial effusion,0.035,49
se__C0518988,Tooth abscess,0.035,49
se__C1956346,Coronary artery disease,0.035,49
se__C0221201,Rash macular,0.035,49
se__C0029445,Osteonecrosis,0.035,49
se__C0033777,Pruritus genital,0.035,48
se__C0233477,Dysphoria,0.035,48
se__C0392699,Dysaesthesia,0.035,48
se__C0026205,Miosis,0.035,48
se__C0151970,Oesophageal ulcer,0.035,48
se__C0007971,Cheilitis,0.035,48
se__C2242588,Traumatic liver injury,0.035,48
se__C0333641,Atrophy,0.034,47
se__C0232726,Rectal tenesmus,0.034,47
se__C0021167,Incontinence,0.034,47
se__C0428974,Arrhythmia supraventricular,0.034,47
se__C0438215,Laboratory test abnormal,0.034,47
se__C0011334,Dental caries,0.034,47
se__C0149904,Hepatitis cholestatic,0.034,47
se__C0220981,Metabolic acidosis,0.033,46
se__C0035309,Retinal disorder,0.033,46
se__C0013182,Drug hypersensitivity,0.033,46
se__C0003962,Ascites,0.033,46
se__C0152032,Urinary hesitation,0.033,46
se__C0042345,Varicose vein,0.033,46
se__C0231919,Nasal dryness,0.033,46
se__C0039503,Tendonitis,0.033,46
se__C0039239,Sinus tachycardia,0.032,45
se__C0022081,Iritis,0.032,45
se__C0476280,Musculoskeletal chest pain,0.032,45
se__C0475858,Pruritus generalised,0.032,45
se__C0018021,Goitre,0.032,45
se__C0012739,Disseminated intravascular coagulation,0.032,45
se__C0262397,Breast tenderness,0.032,45
se__C0232495,Abdominal pain lower,0.032,44
se__C0235032,Neurotoxicity,0.032,44
se__C0034186,Pyelonephritis,0.032,44
se__C1519353,Rash papular,0.032,44
se__C0600228,Cardio-respiratory arrest,0.032,44
se__C0151717,Skin hypertrophy,0.032,44
se__C0030353,Papilloedema,0.032,44
se__C0151799,Skin necrosis,0.032,44
se__C0853761,Blood potassium decreased,0.032,44
se__C0038587,Withdrawal syndrome,0.032,44
se__C0234894,Dermatitis acneiform,0.032,44
se__C0027697,Nephritis,0.032,44
se__C0700361,Emotional distress,0.032,44
se__C0027932,Neurosis,0.031,43
se__C0004239,Atrial flutter,0.031,43
se__C0000768,Congenital anomaly,0.031,43
se__C0595930,Blood cholesterol increased,0.031,43
se__C0085614,Atrioventricular block first degree,0.031,43
se__C0235490,Peripheral ischaemia,0.031,43
se__C0151734,Injection site inflammation,0.031,43
se__C0424605,Developmental delay,0.031,43
se__C0022116,Ischaemia,0.031,43
se__C0002884,Hypochromic anaemia,0.031,43
se__C0030552,Paresis,0.031,43
se__C0024305,Non-Hodgkin's lymphoma,0.03,42
se__C0948349,Respiratory tract congestion,0.03,42
se__C0231835,Tachypnoea,0.03,42
se__C0858797,Instillation site pain,0.03,42
se__C2697368,Gastrointestinal tract irritation,0.03,42
se__C0024299,Lymphoma,0.03,42
se__C0026857,Musculoskeletal disorder,0.03,41
se__C0686347,Tardive dyskinesia,0.03,41
se__C0018520,Breath odour,0.03,41
se__C0235969,Ejaculation disorder,0.03,41
se__C0039520,Tenosynovitis,0.03,41
se__C3203358,Hypoventilation,0.03,41
se__C0549209,Feeling jittery,0.03,41
se__C0018800,Cardiomegaly,0.03,41
se__C0392676,Hyperpyrexia,0.03,41
se__C0034880,Hyperacusis,0.029,40
se__C0549567,Pigmentation disorder,0.029,40
se__C2711227,Hepatic steatosis,0.029,40
se__C0042134,Uterine haemorrhage,0.029,40
se__C0043387,Yawning,0.029,40
se__C0042487,Venous thrombosis,0.029,40
